Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,0.08373762666666666,0.079065,0.11478650000000001,0.19658014,0.07720701666666668,0.064338,0.1061,0.19194395,0.04386374333333334,0.033814,0.06786200000000002,0.0981740599999998,0.013291466666666666,0.009557,0.0237868,0.037988
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,0.06257136333333332,0.0576825,0.0791009,0.11727323999999993,0.05866546333333332,0.0533645,0.068169,0.109283,0.030388486666666666,0.024805,0.045434100000000005,0.06965171999999999,0.010727900000000002,0.008897,0.013372,0.022792
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,0.04746430333333333,0.04023,0.062084,0.09048706999999995,0.04502534,0.04023,0.0530938,0.085613,0.023098796666666668,0.019417,0.03410660000000001,0.05015838999999999,0.008121966666666666,0.006938,0.010582,0.01446704
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,0.037010116666666676,0.032928,0.04618390000000001,0.061640669999999925,0.03564312333333333,0.032928,0.041979,0.05166721999999994,0.016575413333333334,0.014454,0.023086800000000005,0.03160370999999996,0.006811683333333332,0.006158,0.008537,0.011763759999999979
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,0.06582726666666668,0.062484,0.07882170000000006,0.10523932,0.06479188,0.062484,0.064408,0.10523932,0.03516426,0.033814,0.03642310000000001,0.056143749999999965,0.010221299999999997,0.009557,0.009557,0.016691
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,0.053310283333333326,0.051494,0.06106930000000001,0.07363822999999996,0.05265817999999999,0.051494,0.053461,0.066798,0.02559450333333333,0.024805,0.024805,0.038383379999999995,0.009239176666666668,0.008897,0.008897,0.013372
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,0.041179099999999996,0.04023,0.043004900000000006,0.05119711999999997,0.04082272333333333,0.04023,0.04023,0.05118306999999998,0.019856056666666667,0.019417,0.019417,0.028636239999999997,0.007107996666666666,0.006938,0.006938,0.010582
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,0.06271626333333333,0.062484,0.062484,0.07195126999999997,0.06263951333333334,0.062484,0.062484,0.064408,0.03390358,0.033814,0.033814,0.03385489999999996,0.009604559999999998,0.009557,0.009557,0.009557
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,0.05155642999999999,0.051494,0.051494,0.051517669999999974,0.05149399999999999,0.051494,0.051494,0.051494,0.02486742,0.024805,0.024805,0.024828659999999978,0.008897,0.008897,0.008897,0.008897
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,0.062484000000000005,0.062484,0.062484,0.062484,0.062484000000000005,0.062484,0.062484,0.062484,0.033814000000000004,0.033814,0.033814,0.033814,0.009556999999999998,0.009557,0.009557,0.009557
